#,pay_band,grade_pay,lvl,value,active_flag,dml_status_flag,user_id,created_timestamp,modified_user_id,modified_timestamp,serv_type,cadrename_ais,value_2017_backup,_id
908,4840-13000,1900,4,36500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,34570,908
909,4840-13000,1900,4,37600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,35610,909
910,4840-13000,1900,4,38700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,36680,910
911,4840-13000,1900,4,39900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,37790,911
912,4840-13000,1900,4,41100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,38930,912
913,4840-13000,1900,4,42300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,40100,913
914,4840-13000,1900,4,43600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,41310,914
915,4840-13000,1900,4,44900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,42550,915
916,4840-13000,1900,4,46200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,43830,916
917,4840-13000,1900,4,47600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,45150,917
918,4840-13000,1900,4,49000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,46510,918
919,4840-13000,1900,4,50500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,47910,919
920,4840-13000,1900,4,52000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,49350,920
921,4840-13000,1900,4,53600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,50840,921
922,4840-13000,1900,4,55200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,52370,922
923,5700-24000,2000,5,18000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,17330,923
924,5700-24000,2000,5,18500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,17850,924
925,5700-24000,2000,5,19100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,18390,925
926,5700-24000,2000,5,19700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,18950,926
927,5700-24000,2000,5,20300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,19520,927
928,5700-24000,2000,5,20900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,20110,928
929,5700-24000,2000,5,21500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,20720,929
930,5700-24000,2000,5,22100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,21350,930
931,5700-24000,2000,5,22800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,22000,931
932,5700-24000,2000,5,23500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,22660,932
933,5700-24000,2000,5,24200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,23340,933
934,5700-24000,2000,5,24900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,24050,934
935,5700-24000,2000,5,25600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,24780,935
936,5700-24000,2000,5,26400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,25530,936
937,5700-24000,2000,5,27200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,26300,937
938,5700-24000,2000,5,28000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,27090,938
939,5700-24000,2000,5,28800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,27910,939
940,5700-24000,2000,5,29700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,28750,940
941,5700-24000,2000,5,30600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,29620,941
942,5700-24000,2000,5,31500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,30510,942
943,5700-24000,2000,5,32400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,31430,943
944,5700-24000,2000,5,33400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,32380,944
945,5700-24000,2000,5,34400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,33360,945
946,5700-24000,2000,5,35400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,34370,946
947,5700-24000,2000,5,36500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,35410,947
948,5700-24000,2000,5,37600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,36480,948
949,5700-24000,2000,5,38700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,37580,949
950,5700-24000,2000,5,39900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,38710,950
951,5700-24000,2000,5,41100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,39880,951
952,5700-24000,2000,5,42300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,41080,952
953,5700-24000,2000,5,43600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,42320,953
954,5700-24000,2000,5,44900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,43590,954
955,5700-24000,2000,5,46200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,44900,955
956,5700-24000,2000,5,47600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,46250,956
957,5700-24000,2000,5,49000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,47640,957
958,5700-24000,2000,5,50500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,49070,958
959,5700-24000,2000,5,52000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,50550,959
960,5700-24000,2000,5,53600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,52070,960
961,5700-24000,2000,5,55200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,53640,961
962,5700-24000,2000,5,56900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,55250,962
963,5700-24000,2100,6,20700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,18140,963
964,5700-24000,2100,6,21300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,18690,964
965,5700-24000,2100,6,21900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,19260,965
966,5700-24000,2100,6,22600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,19840,966
967,5700-24000,2100,6,23300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,20440,967
968,5700-24000,2100,6,24000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,21060,968
969,5700-24000,2100,6,24700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,21700,969
970,5700-24000,2100,6,25400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,22360,970
971,5700-24000,2100,6,26200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,23040,971
972,5700-24000,2100,6,27000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,23740,972
973,5700-24000,2100,6,27800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,24460,973
974,5700-24000,2100,6,28600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,25200,974
975,5700-24000,2100,6,29500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,25960,975
976,5700-24000,2100,6,30400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,26740,976
977,5700-24000,2100,6,31300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,27550,977
978,5700-24000,2100,6,32200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,28380,978
979,5700-24000,2100,6,33200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,29240,979
980,5700-24000,2100,6,34200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,30120,980
981,5700-24000,2100,6,35200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,31030,981
982,5700-24000,2100,6,36300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,31970,982
983,5700-24000,2100,6,37400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,32930,983
984,5700-24000,2100,6,38500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,33920,984
985,5700-24000,2100,6,39700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,34940,985
986,5700-24000,2100,6,40900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,35990,986
987,5700-24000,2100,6,42100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,37070,987
988,5700-24000,2100,6,43400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,38190,988
989,5700-24000,2100,6,44700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,39340,989
990,5700-24000,2100,6,46000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,40530,990
991,5700-24000,2100,6,47400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,41750,991
992,5700-24000,2100,6,48800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,43010,992
993,5700-24000,2100,6,50300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,44310,993
994,5700-24000,2800,9,79000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,69540,994
995,5700-24000,2800,9,81400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,71630,995
996,5700-24000,2800,9,83800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,73780,996
997,5700-24000,2800,9,86300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,76000,997
998,5700-24000,4200,10,34700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,30380,998
999,5700-24000,4200,10,35700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,31300,999
1000,5700-24000,4200,10,36800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,32240,1000
1001,5700-24000,4200,10,37900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,33210,1001
1002,5700-24000,4200,10,39000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,34210,1002
1003,5700-24000,4200,10,40200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,35240,1003
1004,5700-24000,4200,10,41400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,36300,1004
1005,5700-24000,4200,10,42600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,37390,1005
1006,5700-24000,4200,10,43900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,38520,1006
1007,5700-24000,4200,10,45200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,39680,1007
1008,5700-24000,4200,10,46600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,40880,1008
1009,5700-24000,4200,10,48000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,42110,1009
1010,5700-24000,4200,10,49400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,43380,1010
1011,5700-24000,4200,10,50900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,44690,1011
1012,5700-24000,4200,10,52400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,46040,1012
1013,5700-24000,4200,10,54000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,47430,1013
1014,5700-24000,4200,10,55600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,48860,1014
1015,5700-24000,4200,10,57300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,50330,1015
1016,5700-24000,4200,10,59000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,51840,1016
1017,5700-24000,4200,10,60800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,53400,1017
1018,5700-24000,4200,10,62600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,55010,1018
1019,5700-24000,4200,10,64500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,56670,1019
1020,5700-24000,4200,10,66400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,58380,1020
1021,5700-24000,4200,10,68400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,60140,1021
1022,5700-24000,4200,10,70500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,61950,1022
1023,5700-24000,4200,10,72600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,63810,1023
1024,5700-24000,4200,10,74800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,65730,1024
1025,5700-24000,4200,10,77000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,67710,1025
1026,5700-24000,4200,10,79300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,69750,1026
1027,5700-24000,4200,10,81700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,71850,1027
1028,5700-24000,4200,10,84200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,74010,1028
1029,5700-24000,4200,10,86700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,76240,1029
1030,5700-24000,4200,10,89300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,78530,1030
1031,5700-24000,4200,10,92000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,80890,1031
1032,5700-24000,4200,10,94800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,83320,1032
1033,5700-24000,4200,10,97600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,85820,1033
1034,5700-24000,4200,10,100500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,88400,1034
1035,5700-24000,4200,10,103500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,91060,1035
1036,5700-24000,4200,10,106600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,93800,1036
1037,5700-24000,4200,10,109800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,96620,1037
1038,10230-34800,4400,11,37600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,32920,1038
1039,10230-34800,4400,11,38700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,33910,1039
1040,10230-34800,4400,11,39900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,34930,1040
1041,10230-34800,4400,11,41100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,35980,1041
1042,10230-34800,4400,11,42300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,37060,1042
1043,10230-34800,4400,11,43600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,38180,1043
1044,10230-34800,4400,11,44900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,39330,1044
1045,10230-34800,4400,11,46200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,40510,1045
1046,10230-34800,4400,11,47600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,41730,1046
1047,10230-34800,4400,11,49000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,42990,1047
1048,10230-34800,4400,11,50500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,44280,1048
1049,10230-34800,4400,11,52000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,45610,1049
1050,10230-34800,4400,11,53600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,46980,1050
1051,10230-34800,4400,11,55200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,48390,1051
1052,10230-34800,4400,11,56900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,49850,1052
1053,10230-34800,4400,11,58600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,51350,1053
1054,10230-34800,4400,11,60400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,52900,1054
1055,10230-34800,4400,11,62200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,54490,1055
1056,10230-34800,4400,11,64100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,56130,1056
1057,10230-34800,4400,11,66000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,57820,1057
1058,10230-34800,4400,11,68000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,59560,1058
1059,10230-34800,4400,11,70000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,61350,1059
1060,10230-34800,4400,11,72100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,63200,1060
1061,10230-34800,4400,11,74300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,65100,1061
1062,10230-34800,4400,11,76500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,67060,1062
1063,10230-34800,4400,11,78800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,69080,1063
1064,10230-34800,4400,11,81200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,71160,1064
1065,10230-34800,4400,11,83600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,73300,1065
1066,10230-34800,4400,11,86100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,75500,1066
1067,10230-34800,4400,11,88700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,77770,1067
1068,10230-34800,4400,11,91400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,80110,1068
1069,10230-34800,4400,11,94100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,82520,1069
1070,10230-34800,4400,11,96900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,85000,1070
1071,10230-34800,4400,11,99800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,87550,1071
1072,10230-34800,4400,11,102800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,90180,1072
1073,10230-34800,4400,11,105900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,92890,1073
1074,10230-34800,4400,11,109100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,95680,1074
1075,10230-34800,4400,11,112400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,98560,1075
1076,10230-34800,4400,11,115800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,101520,1076
1077,10230-34800,4400,11,119300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,104570,1077
1078,10230-34800,4600,12,42900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,37560,1078
1079,10230-34800,4600,12,44200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,38690,1079
1080,10230-34800,4600,12,45500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,39860,1080
1081,10230-34800,4600,12,46900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,41060,1081
1082,10230-34800,4600,12,48300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,42300,1082
1083,10230-34800,4600,12,49700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,43570,1083
1084,10230-34800,4600,12,51200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,44880,1084
1085,10230-34800,4600,12,52700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,46230,1085
1086,10230-34800,4600,12,54300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,47620,1086
1087,10230-34800,4600,12,55900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,49050,1087
1088,10230-34800,4600,12,57600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,50530,1088
1089,10230-34800,4600,12,59300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,52050,1089
1090,10230-34800,4600,12,61100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,53620,1090
1091,10230-34800,4600,12,62900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,55230,1091
1092,10230-34800,4600,12,64800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,56890,1092
1093,10230-34800,4600,12,66700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,58600,1093
1094,10230-34800,4600,12,68700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,60360,1094
1095,10230-34800,4600,12,70800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,62180,1095
1096,10230-34800,4600,12,72900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,64050,1096
1097,10230-34800,4600,12,75100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,65980,1097
1098,10230-34800,4600,12,77400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,67960,1098
1099,10230-34800,4600,12,79700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,70000,1099
1100,10230-34800,4600,12,82100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,72100,1100
1101,10230-34800,4600,12,84600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,74270,1101
1102,10230-34800,4600,12,87100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,76500,1102
1103,10230-34800,4600,12,89700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,78800,1103
1104,10230-34800,4600,12,92400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,81170,1104
1105,10230-34800,4600,12,95200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,83610,1105
1106,10230-34800,4600,12,98100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,86120,1106
1107,10230-34800,4600,12,101000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,88710,1107
1108,10230-34800,4600,12,104000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,91380,1108
1109,10230-34800,4600,12,107100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,94130,1109
1110,10230-34800,4600,12,110300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,96960,1110
1111,10230-34800,4600,12,113600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,99870,1111
1112,10230-34800,4600,12,117000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,102870,1112
1113,10230-34800,4600,12,120500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,105960,1113
1114,10230-34800,4600,12,124100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,109140,1114
